name,gender,probability
Antonia,female,0.98
Rousselin,female,0.5
Tanora,male,0.6
Rajoelina,female,0.75
Péan,None,0.0
Alphonse,male,0.99
Nacho,male,0.99
Mirta,female,1.0
Jean-,male,0.99
Jean-,male,0.99
Lyannaj,male,1.0
Victorien,male,0.99
Chesley,male,0.79
Jeanine,female,1.0
Jeanine,female,1.0
Jeanine,female,1.0
Golias_,None,0.0
Haendel,male,0.86
Collomb,female,0.71
Saint-,female,1.0
Hughes,male,0.99
Badinter,male,1.0
Hughes,male,0.99
Badinter,male,1.0
Badinter,male,1.0
Gabby,female,0.61
Gabby,female,0.61
Gabby,female,0.61
Prince,male,0.98
Bachelot,male,0.56
Bachelot,male,0.56
Akio,male,0.99
Akio,male,0.99
Dati,male,0.85
Phiippe,male,0.96
Caroline,female,1.0
Malembe,male,0.8
Gédéon,male,1.0
Mwame,male,1.0
Malembe,male,0.8
Malembe,male,0.8
Bretton,male,0.99
Caroline,female,1.0
Caroline,female,1.0
Raoul,male,0.99
Raoul,male,0.99
Antonescu,female,0.55
Antonescu,female,0.55
Maréchal,male,1.0
Aurel,male,0.74
Bogdanovka,None,0.0
Radu,male,0.95
Gioacchino,male,1.0
Malik,male,0.99
Malik,male,0.99
Hans,male,0.99
Hans,male,0.99
Hans,male,0.99
Mosiuoa,male,1.0
Mosiuoa,male,1.0
Jacob,male,1.0
Brummel,male,1.0
Jean-,male,0.99
Jean-,male,0.99
Edite,female,0.99
Edite,female,0.99
Justus,male,0.99
Léon,male,1.0
Hamon,male,0.63
Hamon,male,0.63
Hamon,male,0.63
Hamon,male,0.63
Rosaria,female,1.0
Soufflot,female,1.0
Emmanuelli,male,0.92
Hamon,male,0.63
Jean-,male,0.99
Endurer,male,1.0
Jean-,male,0.99
Jean-,male,0.99
Endurer,male,1.0
Prat,male,0.68
Prat,male,0.68
Jacob,male,1.0
Jacob,male,1.0
Drouet,male,0.53
Pons,male,0.65
Pons,male,0.65
Feucher,male,1.0
Fourquet,male,0.64
Fourquet,male,0.64
Verta,female,0.96
Verta,female,0.96
Marcin,male,1.0
Benno,male,1.0
Benno,male,1.0
Jan,male,0.91
Jan,male,0.91
Basil,male,1.0
Merkel,male,0.71
Benno,male,1.0
Wurtz,male,0.52
Jorg,male,0.98
Cohn-,None,0.0
Radwan,male,0.99
Radwan,male,0.99
Radwan,male,0.99
Radwan,male,0.99
Blaise,male,0.96
Eve,female,0.99
Pierre-Yves,male,0.99
Blaise,male,0.96
Blaise,male,0.96
Gunther,male,1.0
Eve,female,0.99
Eve,female,0.99
Eve,female,0.99
Pierre-Yves,male,0.99
Pierre-Yves,male,0.99
Pierre-Yves,male,0.99
Pierre-Yves,male,0.99
Kerviel,male,0.88
Kerviel,male,0.88
Pierre-Yves,male,0.99
Hébert,male,1.0
Mir,male,0.95
Mir,male,0.95
Mir,male,0.95
Mir,male,0.95
Mir,male,0.95
Mir,male,0.95
Mehran,male,1.0
Ader,female,0.71
Shirin,female,0.99
Shirin,female,0.99
Jean-,male,0.99
Jean-,male,0.99
Jean-,male,0.99
Mir,male,0.95
Margie,female,1.0
Margie,female,1.0
Margie,female,1.0
Jégo,None,0.0
Cambon,female,0.59
Nesredine,male,1.0
Steeve_,None,0.0
Duquenne,male,0.63
Duquenne,male,0.63
Muriel,female,0.99
Muriel,female,0.99
Iouri,male,1.0
Strobe,male,0.67
Poutine,male,0.87
Strobe,male,0.67
Strobe,male,0.67
Matelly,None,0.0
Picquart,female,1.0
Raffarin,None,0.0
Raffarin,None,0.0
Papa,male,0.99
Saint-,female,1.0
Fredrick,male,1.0
Lawrence,male,1.0
Chad,male,1.0
Caroline,female,1.0
Akerlof,None,0.0
Emile,male,0.94
Emile,male,0.94
De,male,0.66
Sydney,female,0.63
madame,female,0.96
commode,male,1.0
commode,male,1.0
Zabi,male,0.89
_Karzaï,None,0.0
Herdhuin,male,1.0
Lula,female,0.97
Lula,female,0.97
Lula,female,0.97
Greg,male,1.0
Greg,male,1.0
Kerviel,male,0.88
Kerviel,male,0.88
Kerviel,male,0.88
Kerviel,male,0.88
_M,None,0.0
Kerviel,male,0.88
Demonque,None,0.0
Klaus,male,1.0
Ossis,male,1.0
Julia,female,0.99
Julia,female,0.99
Sayah,female,0.64
Oskar,male,1.0
Pierre-,male,1.0
Lahoud,female,0.5
Piloquet,male,0.67
_Nétanyahou,None,0.0
Dmitri,male,1.0
Lahoud,female,0.5
Thalès,None,0.0
Rondot,male,0.6
Wladyslaw,male,1.0
Wladyslaw,male,1.0
Timothy,male,1.0
Timothy,male,1.0
Balkany,None,0.0
Balkany,None,0.0
Balkany,None,0.0
Balkany,None,0.0
Thibault,male,1.0
Rondot,male,0.6
Rondot,male,0.6
Rondot,male,0.6
Dieudonné,female,0.81
Karel,male,0.96
Laetitia,female,0.99
Frelot,male,1.0
Wolfram,male,1.0
Merkel,male,0.71
Cushing,male,0.8
Vaira,female,0.85
Herman,male,1.0
Herman,male,1.0
VGE,male,0.77
Nuon,female,0.5
Nuon,female,0.5
Nuon,female,0.5
Molière,None,0.0
Rebs,female,0.67
Juju,male,0.55
Massoulier,female,0.5
Zibeline,female,1.0
Zibeline_,None,0.0
Jaime,male,0.94
Jaime,male,0.94
Claudio,male,1.0
Maestro,male,0.98
Jaime,male,0.94
Jaime,male,0.94
Jaime,male,0.94
Barbara,female,1.0
Hamon,male,0.63
Johnny,male,1.0
Marie-Luc,male,0.67
Marie-Luc,male,0.67
Ezra,male,0.82
Ezra,male,0.82
Clément,male,1.0
Clément,male,1.0
MeClaude,None,0.0
MeClaude,None,0.0
Oncle,male,0.94
Jean-Max,male,1.0
Jean-Max,male,1.0
Giesbert,male,1.0
Ekkehard,male,1.0
Ekkehard,male,1.0
Ekkehard,male,1.0
Estrosi,female,1.0
Préval,None,0.0
Jean-,male,0.99
Chico,male,0.99
Chico,male,0.99
Chico,male,0.99
Hugo,male,1.0
Mara,female,0.98
Mara,female,0.98
_Félicien,None,0.0
Gaston,male,0.99
Mara,female,0.98
Jean-Dominique,male,0.99
_Félicien,None,0.0
Gaston,male,0.99
Herman,male,1.0
Stan,male,0.99
Lehman,male,0.99
Elena,female,1.0
saint,male,0.92
Jean-,male,0.99
Jean-,male,0.99
Soros,male,0.93
Staline,male,0.79
Adrien,male,0.98
Adrien,male,0.98
Arthur,male,1.0
Arthur,male,1.0
Decaux,female,0.5
Decaux,female,0.5
Decaux,female,0.5
Yazid,male,0.99
Marie-,female,0.95
Marie-,female,0.95
Marie-,female,0.95
Arafat,male,0.99
Biolay,female,0.5
Steve,male,1.0
Benoist,male,0.88
Benoist,male,0.88
Thérèse,female,1.0
Tordjman,female,0.6
Tordjman,female,0.6
Dabira,male,0.75
Lesly,female,0.89
Dmitri,male,1.0
Sofiane,male,0.98
Sofiane,male,0.98
Sofiane,male,0.98
Zola,female,0.81
Cotis,male,1.0
Personne,male,0.5
Ibn,male,0.99
Markus,male,1.0
Markus,male,1.0
Jian,male,0.9
Feng,male,0.98
Jean-,male,0.99
Johnny,male,1.0
Johnny,male,1.0
Herman,male,1.0
Herman,male,1.0
Youssef,male,0.99
Mairead,female,1.0
Yossi,male,0.99
Lajos,male,0.99
Lajos,male,0.99
Wolfgang,male,1.0
Wolfgang,male,1.0
Gilles-,male,1.0
Momo,male,0.72
Leclercq,male,0.53
Leclercq,male,0.53
Bergé,male,1.0
Abed,male,0.99
Abed,male,0.99
Leroux,male,0.61
Leroux,male,0.61
Thibout,male,0.8
Siaka,male,0.99
Siaka,male,0.99
Fidel,male,0.99
Gille,male,0.92
Abdoulaye,male,0.99
Kommersant,None,0.0
Staline,male,0.79
Staline,male,0.79
Nikolai,male,1.0
Tatjana,female,0.99
Tatjana,female,0.99
Rahm,male,0.94
Mobutu,male,0.87
Coetzee,male,0.79
Delanoë,male,1.0
Delanoë,male,1.0
Delanoë,male,1.0
Arthur,male,1.0
abbé,female,1.0
Fraval,female,0.57
Chouraqui,male,0.64
Gros,male,0.86
Habsbourg,male,1.0
_Kouchner,None,0.0
Annie,female,1.0
Blair,male,0.73
Jean-,male,0.99
Jean-,male,0.99
Jean-,male,0.99
Jean-,male,0.99
Danielle,female,1.0
Andrieux,male,0.65
Nout,male,0.81
Lehman,male,0.99
Lehman,male,0.99
Nout,male,0.81
Nout,male,0.81
Navi,male,0.82
Navi,male,0.82
Vidalies,None,0.0
Vidalies,None,0.0
Arthur,male,1.0
Arieh,male,0.99
Arieh,male,0.99
Arieh,male,0.99
Arieh,male,0.99
Arieh,male,0.99
Arieh,male,0.99
Vanessa,female,1.0
Laurianne,female,0.99
Laurianne,female,0.99
Evo,male,0.92
Lula,female,0.97
Lula,female,0.97
Danis,male,0.84
Danis,male,0.84
Mirsad,male,0.99
Mirsad,male,0.99
Claus,male,0.99
Heine,male,0.91
Rama,female,0.62
Jean-,male,0.99
Allah,male,0.73
Jean-,male,0.99
Frantz,male,0.99
Steve,male,1.0
Haussmann,male,1.0
Ana,female,1.0
Jade,female,0.91
Gainsbourg,male,1.0
Elif,female,0.99
Kémal,male,1.0
Borloo,male,1.0
Hulot,male,0.64
Hulot,male,0.64
Magali,female,0.99
Oussama,male,0.99
Aif,male,0.79
Randal,male,1.0
Balkany,None,0.0
Offenbach,male,1.0
Offenbach,male,1.0
Merkel,male,0.71
Tito,male,0.99
Vojislav,male,0.99
Mladen,male,0.99
Marcos,male,1.0
Mbeki,male,0.89
King,male,0.96
Besset,male,0.6
Léotard,None,0.0
Léo,male,0.99
Rault,male,0.63
Rault,male,0.63
Gide,male,0.88
Jimmy,male,1.0
Keynésien,None,0.0
Lénine,None,0.0
Bernie,male,0.81
Odd,male,0.97
Odd,male,0.97
Odd,male,0.97
Odd,male,0.97
Odd,male,0.97
Odd,male,0.97
Odd,male,0.97
Nicholas,male,1.0
Delanoë,male,1.0
Zardari,male,1.0
Lodhi,male,0.92
Zardari,male,1.0
Aristidas,male,1.0
Aristidas,male,1.0
Danielle,female,1.0
Danielle,female,1.0
Baby,female,0.83
Nahda,female,0.79
Lamjed,male,0.97
Abdeljedid,None,0.0
Sidi,male,0.98
Sidi,male,0.98
Rémi,male,0.91
Amira,female,0.99
Eugene,male,0.99
Al-,male,0.8
Abdallah,male,0.99
Aymen,male,0.98
Houssin,male,0.95
Mathias,male,1.0
Hosni,male,0.98
Hosni,male,0.98
_El,None,0.0
Hussein,male,1.0
Hussein,male,1.0
Hussein,male,1.0
Amani,female,0.83
Cossette,female,0.99
Rishamdeep,male,1.0
Doe,female,0.81
Bart,male,1.0
Rob,male,1.0
Ofer,male,0.99
Netanyahu,male,1.0
Netanyahu,male,1.0
Netanyahu,male,1.0
Josée,female,0.99
Larose,female,0.94
Baillargeon,female,1.0
Marie-Aliette,female,1.0
Shane,male,0.99
Loureen,female,1.0
Gladys,female,1.0
Andrew,male,1.0
Guylaine,female,0.98
Guylaine,female,0.98
Paradis,female,0.58
argentin,male,0.85
Tesla,male,0.66
Allan,male,1.0
Bruneau,male,0.62
Mitch,male,0.99
Lafrenière,None,0.0
Torchio,male,0.67
Laplante,female,0.57
Legault,male,0.71
Laplante,female,0.57
Comeau,male,1.0
Perry,male,0.93
Marie-Aliette,female,1.0
Cole,male,0.99
Oliver,male,1.0
Bekaert,male,0.68
Bekaert,male,0.68
Bekaert,male,0.68
Comin,male,0.94
Trump,male,0.95
Pompeo,male,0.98
Fanar,male,0.84
Foote,male,0.6
Nolan,male,1.0
Brad,male,1.0
Brad,male,1.0
Weise,male,0.58
Gallagher,male,0.99
Gallagher,male,0.99
Trudeau,male,0.67
Filomena,female,0.99
Fuat,male,0.97
Fuat,male,0.97
Brad,male,1.0
Brad,male,1.0
Vesey,male,0.67
Baillargeon,female,1.0
Baillargeon,female,1.0
Tomas,male,1.0
Grigor,male,0.99
Pichmol,None,0.0
Kiara,female,1.0
LeBreton,male,0.64
MacAulay,male,0.95
Ross,male,0.98
Mitch,male,0.99
Donald,male,1.0
Nancy,female,1.0
Andreï,male,1.0
Andreï,male,1.0
Bukele,None,0.0
Frédérik,male,1.0
Neault,None,0.0
Neault,None,0.0
Neault,None,0.0
Tracy,female,0.94
Mercer,male,0.94
German,male,1.0
Gibeault,None,0.0
Ryan,male,1.0
Stroll,male,1.0
Weise,male,0.58
Rob,male,1.0
Doug,male,1.0
Johanne,female,0.99
Gérald,male,1.0
Linda,female,1.0
Lassonde,None,0.0
Raveel,male,1.0
Alyssa,female,1.0
Navarro,male,0.95
Navarro,male,0.95
Navarro,male,0.95
Navarro,male,0.95
Jianwei,male,0.97
Phaneuf,male,1.0
Mick,male,0.99
Madeleine,female,1.0
Madeleine,female,1.0
Madeleine,female,1.0
Madeleine,female,1.0
Albane,female,0.94
Desmarescaux,female,1.0
Rob,male,1.0
Doug,male,1.0
Julie,female,1.0
Brad,male,1.0
Brad,male,1.0
Dale,male,0.96
Phil,male,1.0
Lorenzo,male,1.0
Beverly,female,1.0
Dominic,male,1.0
Dominic,male,1.0
Macdonald,male,1.0
Macdonald,male,1.0
Trudeau,male,0.67
Filomena,female,0.99
Barrett,male,0.96
Lafrenière,None,0.0
Filomena,female,0.99
Gallagher,male,0.99
Fuat,male,0.97
Fuat,male,0.97
Fuat,male,0.97
Fuat,male,0.97
Deena,female,1.0
Bukele,None,0.0
Penny,female,0.99
Penny,female,0.99
Penny,female,0.99
Small,male,0.65
Cara,female,0.99
Zwibel,None,0.0
Karem,male,0.71
Ralf,male,1.0
Suzanne,female,1.0
Johannes,male,1.0
Sherlock,male,0.98
Gaétan,male,1.0
Salima,female,0.99
Gourou,male,0.9
Federico,male,1.0
Christoph,male,1.0
Gladys,female,1.0
Heitz,male,0.59
Heitz,male,0.59
Rohani,female,0.88
Nancy,female,1.0
Nancy,female,1.0
Nancy,female,1.0
Emily,female,1.0
Vagheesh,None,0.0
Aida,female,1.0
Kovalchuk,female,0.57
Ryad,male,0.98
Joko,male,0.94
Wibowo,male,0.98
Wibowo,male,0.98
Lumongga,female,1.0
Pompeo,male,0.98
Qassem,male,0.96
Soleimani,male,1.0
Sara,female,0.99
Joko,male,0.94
Agus,male,0.93
Yayat,male,0.89
Reilly,male,0.81
Nico,male,0.97
Nasreddine,male,0.98
Nasreddine,male,0.98
Nasreddine,male,0.98
Lafrenière,None,0.0
Lafrenière,None,0.0
Sélectifs,None,0.0
Qassem,male,0.96
Gladys,female,1.0
Daho,male,0.85
Sanchez,male,0.76
Jean-Charles,male,0.98
Giroux,female,0.56
Giroux,female,0.56
Giroux,female,0.56
Donald,male,1.0
Mitch,male,0.99
McConnell,male,1.0
Chuck,male,1.0
Donald,male,1.0
Donald,male,1.0
Phillip,male,1.0
Donald,male,1.0
Fortin,male,0.62
Fortin,male,0.62
Chèvrefils,None,0.0
Marie-Michèle,female,1.0
Lagacé,None,0.0
Marie-Michèle,female,1.0
Artuso,male,0.7
Manon,female,0.97
Stuart,male,1.0
Maren,female,0.99
Ross,male,0.98
Donald,male,1.0
Rohani,female,0.88
Nancy,female,1.0
Nancy,female,1.0
Nancy,female,1.0
Maren,female,0.99
Maren,female,0.99
Chouinard,male,0.67
Deena,female,1.0
Coulombe,male,1.0
Balcers,None,0.0
Balcers,None,0.0
Tyler,male,1.0
D,male,0.76
Ed,male,1.0
Lorenzo,male,1.0
Price,male,0.98
Weise,male,0.58
Susan,female,1.0
Pitt,male,0.94
Davidson,male,1.0
McCahan,None,0.0
Alice,female,1.0
Clinton,male,1.0
Lorenzoni,male,0.63
Boyd,male,1.0
Gladys,female,1.0
Manak,male,0.79
Del,male,0.63
Del,male,0.63
Del,male,0.63
Fontaine,male,0.53
Fontaine,male,0.53
Beaulieu,male,0.74
Raynald,male,1.0
Noll,male,0.61
Noll,male,0.61
Bronfman,None,0.0
Purvis,male,1.0
Purvis,male,1.0
Purvis,male,1.0
Lussier,male,1.0
Pénélope,female,1.0
Heitz,male,0.59
Heitz,male,0.59
Morin,male,0.54
Morin,male,0.54
Deschamps,male,0.56
Deschamps,male,0.56
Deschamps,male,0.56
Deschamps,male,0.56
Bibeau,male,1.0
Dominic,male,1.0
Dominic,male,1.0
Dominic,male,1.0
Dominic,male,1.0
Dave,male,1.0
Jeune,female,0.53
Gladys,female,1.0
Fitzsimmons,female,1.0
Gladys,female,1.0
Shane,male,0.99
Paradis,female,0.58
Jeanbrun,None,0.0
Jeanbrun,None,0.0
Jeanbrun,None,0.0
Jeanbrun,None,0.0
Jesperi,male,1.0
Jordan,male,0.93
Phillip,male,1.0
Phillip,male,1.0
Danault,None,0.0
Donald,male,1.0
Donald,male,1.0
Heather,female,1.0
Donald,male,1.0
Majumdar,None,0.0
Majumdar,None,0.0
Réda,male,0.52
Juckes,None,0.0
Éloïse,female,1.0
sergente,male,0.92
Haché,None,0.0
Laval,male,0.94
Marie-Ève,female,1.0
Haché,None,0.0
Wautier,male,0.73
Wautier,male,0.73
Trump,male,0.95
Trump,male,0.95
Trump,male,0.95
Donald,male,1.0
Donald,male,1.0
Price,male,0.98
Soleimani,male,1.0
Donald,male,1.0
Donald,male,1.0
Donald,male,1.0
Boivin,male,0.63
Boivin,male,0.63
Randy,male,1.0
Montgomery,male,0.94
Robin,male,0.76
Aline,female,1.0
Andrew,male,1.0
Kovalchuk,female,0.57
Hann,male,0.53
Armstrong,male,0.99
Armstrong,male,0.99
Dominic,male,1.0
Laurann,female,0.98
Frédérick,male,0.99
Donald,male,1.0
Frédérick,male,0.99
Frédérick,male,0.99
Ginette,female,0.99
Frédérick,male,0.99
Duarte,male,0.99
Trudeau,male,0.67
Pineau,male,0.52
Pineau,male,0.52
Pineau,male,0.52
Réda,male,0.52
Gregori,male,0.99
Séguin,male,1.0
Séguin,male,1.0
Ghislain,male,0.99
Legault,male,0.71
Legault,male,0.71
Édith,female,1.0
Cheezo,male,0.75
Adrienne,female,1.0
Chloé,female,1.0
Atlantico,male,0.88
Étienne,male,1.0
Étienne,male,1.0
Étienne,male,1.0
Lagacé,None,0.0
Esmaïl,None,0.0
Donald,male,1.0
Donald,male,1.0
Létourneau,None,0.0
Adèle,female,0.98
Julie,female,1.0
Julie,female,1.0
Laurie,female,1.0
Dre,male,0.97
Dre,male,0.97
Dre,male,0.97
Bergevin,male,0.8
Soleimani,male,1.0
Joel,male,1.0
Agus,male,0.93
Trima,female,0.65
Tomsi,male,1.0
Gladys,female,1.0
Shane,male,0.99
Morrison,male,0.94
Éthier,None,0.0
Éthier,None,0.0
Harjit,male,0.87
Sajjan,male,1.0
Pompeo,male,0.98
Paradis,female,0.58
Agus,male,0.93
Trima,female,0.65
Tomsi,male,1.0
Sullivan,male,0.97
Sullivan,male,0.97
Gladys,female,1.0
Robitaille,female,1.0
Christopher,male,1.0
Duscheneau,None,0.0
Price,male,0.98
Harjit,male,0.87
Trump,male,0.95
Donald,male,1.0
Donald,male,1.0
Trump,male,0.95
Erica,female,1.0
Majid,male,1.0
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Spence,male,1.0
Gladys,female,1.0
Shane,male,0.99
Morrison,male,0.94
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Trump,male,0.95
Donald,male,1.0
Donald,male,1.0
Trump,male,0.95
Erica,female,1.0
Majid,male,1.0
Maggie,female,1.0
Thomson,male,1.0
Hertz,male,0.92
Séguin,male,1.0
Séguin,male,1.0
Thompson,male,0.99
Phillip,male,1.0
Milette,female,1.0
Milette,female,1.0
Trump,male,0.95
Bergevin,male,0.8
Russell,male,1.0
Sampson,male,1.0
Tesla,male,0.66
Tesla,male,0.66
Angharad,female,1.0
Fitzsimmons,female,1.0
Shane,male,0.99
Gladys,female,1.0
Shane,male,0.99
Morrison,male,0.94
Sara,female,0.99
Mimi,female,0.93
Utunen,None,0.0
Poulton,male,0.6
Poirier,female,0.52
Poirier,female,0.52
Poirier,female,0.52
Poirier,female,0.52
Jeffrey,male,1.0
Jeffrey,male,1.0
Jeffrey,male,1.0
Harvey,male,1.0
Kieran,male,0.99
Kieran,male,0.99
Chabot,male,0.54
D,male,0.76
Dorion,male,0.98
Fortier,female,0.55
Heitz,male,0.59
Heitz,male,0.59
Handfield,None,0.0
Bourjolly,None,0.0
Gonzalo,male,1.0
Denisova,female,1.0
Denisova,female,1.0
Julie,female,1.0
Blais,male,0.52
Ulla,female,0.99
Harvey,male,1.0
Megan,female,1.0
Patton,male,0.96
Patton,male,0.96
Louis-Philippe,male,0.99
Chouinard,male,0.67
Stephanie,female,1.0
Jason,male,1.0
Vlhova,None,0.0
Vlhova,None,0.0
Mikaela,female,1.0
Pauli,female,0.81
Larmi,male,0.8
Éthier,None,0.0
Éthier,None,0.0
Beccuau,None,0.0
Beccuau,None,0.0
Donald,male,1.0
Erica,female,1.0
Majid,male,1.0
Erica,female,1.0
Harjit,male,0.87
Sajjan,male,1.0
Hertz,male,0.92
Jessie,female,0.81
Manon,female,0.97
Stuart,male,1.0
Stuart,male,1.0
Qassem,male,0.96
Tremblay,male,0.69
Tremblay,male,0.69
Tremblay,male,0.69
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Trump,male,0.95
Donald,male,1.0
Donald,male,1.0
Trump,male,0.95
Erica,female,1.0
Pompeo,male,0.98
Majid,male,1.0
Okuka,female,1.0
Josée,female,0.99
Pilon,male,0.83
Jalali,male,0.91
Guaidó,None,0.0
Donna,female,1.0
Weinstein,male,1.0
Abbas,male,0.99
Mohammad,male,1.0
Erica,female,1.0
Gladys,female,1.0
Cooma,male,1.0
Trudeau,male,0.67
Elliotte,male,0.67
Mohammad,male,1.0
Mohammad,male,1.0
Colin,male,1.0
Oshie,female,0.56
Brulotte,male,1.0
Bryan,male,1.0
Ghislain,male,0.99
Ghislain,male,0.99
Laoun,None,0.0
Ferrante,male,0.92
Vicky,female,0.97
Hermann,male,1.0
Clarisse,female,0.99
Hermann,male,1.0
Bacary,male,0.97
Remis,male,0.84
Mahamadou,male,1.0
Gallagher,male,0.99
McKinnon,male,0.83
Donald,male,1.0
Trump,male,0.95
Alexia,female,0.99
Fleury,male,0.61
Abbas,male,0.99
Mohammad,male,1.0
Erica,female,1.0
Kovalchuk,female,0.57
Hudon,female,0.5
Irungu,male,0.89
Morissette,female,0.83
Naomie,female,0.99
Kathia,female,1.0
Fontaine,male,0.53
Yuval,male,0.96
Josée,female,0.99
Bouchard,male,0.69
Soucy,male,0.6
Gélinas,None,0.0
Trois-Rivières,None,0.0
Ros,female,0.6
Ei,female,0.78
Drouin,male,0.57
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Trump,male,0.95
Donald,male,1.0
Trump,male,0.95
Erica,female,1.0
Majid,male,1.0
Gladys,female,1.0
Emerik,male,0.99
Emerik,male,0.99
Megan,female,1.0
Patton,male,0.96
Patton,male,0.96
Greta,female,1.0
Watson,male,0.99
Beccuau,None,0.0
Beccuau,None,0.0
Ledeman,None,0.0
Watson,male,0.99
Artturi,male,1.0
Artturi,male,1.0
Phillip,male,1.0
Phillip,male,1.0
Borowiecki,male,1.0
Smith,male,0.87
Logan,male,0.94
Masako,female,1.0
Masako,female,1.0
Mateo,male,1.0
Dre,male,0.97
Dre,male,0.97
Gustavo,male,1.0
Dre,male,0.97
Dre,male,0.97
Lucie,female,0.99
Deborah,female,1.0
O'Reilly,male,0.86
Deborah,female,1.0
Duceppe,None,0.0
unis,male,0.63
Matzneff,male,1.0
Morrison,male,0.94
Josée,female,0.99
Huot,male,0.68
Huot,male,0.68
Dre,male,0.97
Dre,male,0.97
Amélie,female,1.0
Dre,male,0.97
Dre,male,0.97
Élise,female,1.0
Kerman,male,0.99
Donald,male,1.0
Trump,male,0.95
Mohammad,male,1.0
Jacinthe,female,0.93
Jacinthe,female,0.93
Georgelin,male,0.75
Georgelin,male,0.75
Abbas,male,0.99
Mohammad,male,1.0
Erica,female,1.0
Abbas,male,0.99
Notre-,None,0.0
Éthier,None,0.0
Éthier,None,0.0
Fasel,male,0.87
Bettman,male,1.0
Fasel,male,0.87
Fasel,male,0.87
Bettman,male,1.0
Fasel,male,0.87
Fasel,male,0.87
Royalmount,None,0.0
Marlon,male,1.0
McDougall,male,1.0
Yorkowski,None,0.0
McDougall,male,1.0
Marlon,male,1.0
McDougall,male,1.0
Yorkowski,None,0.0
McDougall,male,1.0
Labrecque,female,0.67
Labeaume,male,1.0
Labeaume,male,1.0
Drouin,male,0.57
Kovalchuk,female,0.57
Kovalchuk,female,0.57
Scheer,male,0.78
Scheer,male,0.78
Brulotte,male,1.0
Scheer,male,0.78
Brulotte,male,1.0
Davie,male,0.96
Cade,male,0.99
Cade,male,0.99
Jalali,male,0.91
Parra,male,0.77
Parra,male,0.77
Jocelyn,female,0.97
Armstrong,male,0.99
Pete,male,1.0
Mohammad,male,1.0
Mohammad,male,1.0
Colin,male,1.0
Eliot,male,0.97
Mohammad,male,1.0
Mohammad,male,1.0
Colin,male,1.0
Ouellet,female,0.5
Torres,male,0.97
Kermit,male,0.98
Armstrong,male,0.99
Nancy,female,1.0
Herbert,male,1.0
Chamberland,female,0.5
Chamberland,female,0.5
Chamberland,female,0.5
Marie-Claude,female,0.98
Lévesque,None,0.0
Chamberland,female,0.5
Cloutier,male,0.6
Cloutier,male,0.6
Dominic,male,1.0
Dominic,male,1.0
Fortin,male,0.62
St,male,0.64
Éloïse,female,1.0
Gagné,female,1.0
Bergeron,male,0.62
Réjean,male,1.0
Réjean,male,1.0
Bergeron,male,0.62
Thiago,male,1.0
Guilherme,male,1.0
Felipe,male,1.0
Thiago,male,1.0
Jabeur,male,0.93
Trump,male,0.95
Donald,male,1.0
Notre-,None,0.0
Valerie,female,1.0
Hajo,male,0.95
Donald,male,1.0
Trump,male,0.95
Qassem,male,0.96
Soleimani,male,1.0
houthis,None,0.0
Bitar,male,0.76
Jackie,female,0.84
Lacey,female,0.97
docteur,male,0.94
Rosanna,female,1.0
Arquette,female,1.0
Arquette,female,1.0
Arquette,female,1.0
Arquette,female,1.0
Arquette,female,1.0
Qassem,male,0.96
Gladys,female,1.0
Pat,male,0.58
Scott,male,1.0
Fiona,female,1.0
Khurshid,male,0.97
Twitter,male,0.76
Zeinab,female,1.0
Price,male,0.98
Kovalchuk,female,0.57
Réjean,male,1.0
Réjean,male,1.0
Clarke,male,0.93
Tavlian,None,0.0
Hay,male,0.89
Tavlian,None,0.0
Lida,female,0.99
Stephan,male,1.0
Tavlian,None,0.0
Tavlian,None,0.0
Doyon,male,0.82
Marie-Eve,female,0.98
Abduc,None,0.0
Jordi,male,0.99
Nancy,female,1.0
Donald,male,1.0
Trump,male,0.95
Qassem,male,0.96
Kovalchuk,female,0.57
Bombardier,male,0.95
Donald,male,1.0
Boulet,male,0.64
Klobuchar,male,1.0
Patricio,male,1.0
Pat,male,0.58
Shane,male,0.99
Gladys,female,1.0
Fiona,female,1.0
Mimi,female,0.93
Harvey,male,1.0
Jackie,female,0.84
Lacey,female,0.97
Rosanna,female,1.0
Getzlaf,None,0.0
Dallas,male,0.88
Spronger,None,0.0
Qassem,male,0.96
Soleimani,male,1.0
Houthis,None,0.0
Bitar,male,0.76
Woodberry,None,0.0
Joachim,male,1.0
Mohamad,male,1.0
Soleimani,male,1.0
Holland,male,0.71
Holland,male,0.71
Trump,male,0.95
Pelosi,male,0.62
Ledoux,male,0.82
Ledoux,male,0.82
Groleau,male,1.0
Jürg,male,1.0
Rohner,male,0.71
Monia,female,0.99
Trudeau,male,0.67
Belichick,None,0.0
Smith,male,0.87
Smith,male,0.87
Donna,female,1.0
Weinstein,male,1.0
Elton,male,1.0
Elton,male,1.0
Jutras,male,1.0
Milloy,female,1.0
Stephan,male,1.0
Jessica,female,1.0
Kristina,female,1.0
Kristina,female,1.0
Fortin,male,0.62
Wery,male,0.68
Gauthier,male,0.93
Fuchs,male,0.77
